,id,summary,risk,category
3006,53567,"E2E:2018-12-25 20:59:10,171 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3007,53568,"E2E:2018-12-25 20:59:17,436 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3008,53569,"E2E:2018-12-25 20:57:38,572 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3009,53570,"E2E:2018-12-25 20:58:08,575 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3010,53571,"E2E:2018-12-25 20:58:17,445 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3011,53572,"E2E:2018-12-25 20:58:17,432 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3012,53573,"E2E:2018-12-25 20:58:14,077 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
2455,53016,"04.11.37 CP2D           IOS080I 4CBA,AC,ZS010025, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLOIM25",1+,5
3014,53575,"E2E:2018-12-25 20:56:47,440 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3015,53576,"E2E:2018-12-25 20:57:14,070 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3016,53577,"E2E:2018-12-25 20:56:14,067 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3017,53578,"E2E:2018-12-25 20:55:40,342 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3018,53579,"E2E:2018-12-25 20:56:38,569 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3019,53580,"E2E:2018-12-25 20:56:25,739 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3020,53581,"E2E:2018-12-25 20:56:08,568 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3021,53582,"E2E:2018-12-25 20:56:10,163 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3022,53583,"E2E:2018-12-25 20:57:08,571 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3023,53584,"E2E:2018-12-25 20:56:40,164 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3024,53585,"E2E:2018-12-25 20:55:44,066 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3025,53586,"E2E:2018-12-25 20:55:38,567 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3026,53587,"E2E:2018-12-25 20:57:17,442 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3027,53588,"E2E:2018-12-25 20:56:55,740 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3028,53589,"E2E:2018-12-25 20:55:47,425 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3029,53590,"E2E:2018-12-25 20:55:25,736 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3030,53591,"E2E:2018-12-25 20:57:10,346 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3031,53592,"E2E:2018-12-25 20:56:44,069 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3032,53593,"E2E:2018-12-25 20:56:12,381 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3033,53594,"E2E:2018-12-25 20:56:17,426 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3034,53595,"E2E:2018-12-25 20:55:42,379 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3035,53596,"E2E:2018-12-25 20:55:47,438 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3036,53597,"E2E:2018-12-25 20:56:40,345 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3037,53598,"E2E:2018-12-25 20:56:10,343 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3038,53599,"E2E:2018-12-25 20:56:17,439 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3039,53600,"E2E:2018-12-25 20:57:10,165 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3040,53601,"E2E:2018-12-25 20:57:12,385 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3041,53602,"E2E:2018-12-25 20:56:42,383 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3042,53603,"E2E:2018-12-25 20:55:55,737 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3043,53604,"E2E:2018-12-25 20:56:47,427 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3044,53605,"E2E:2018-12-25 20:55:40,161 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3045,53606,"E2E:2018-12-25 20:57:17,429 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
2456,53017,05.51.59 S0093383  BSSTRGRUPS1 SEV=WAR CP1D SG: SGIMGDP CURRENT: 85.50 (Enabled%Full >= 85),1+,5
2472,53033,08.06.26 CP2D S0007542  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1+,5
2479,53040,01.22.13 S0093536 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP3,1+,5
2484,53045,02.59.06 S0093536 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,1+,5
2489,53050,"02.08.03 CP2B           IOS080I 5AC8,78,C4042611, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A6101",1+,5
2490,53051,03.10.19 S0093536 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,1+,5
2511,53072,08.06.29 CP2D S0007542  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1+,5
2535,53096,00.14.00 CP2C S0007541  BZTPJSTRCS0 SEV=WAR ALL Jobname: BKINVMA (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,1+,5
2543,53104,"02.01.03 CP2C           IOS080I 47B6,EE,TP882105, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR882105",1+,5
3055,53616,"E2E:2018-12-25 20:54:10,338 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3056,53617,"E2E:2018-12-25 20:55:10,160 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3057,53618,"E2E:2018-12-25 20:53:38,561 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3058,53619,"E2E:2018-12-25 20:54:38,564 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3059,53620,"E2E:2018-12-25 20:53:40,337 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3060,53621,"E2E:2018-12-25 20:54:40,158 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3061,53622,"E2E:2018-12-25 20:54:08,563 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3062,53623,"E2E:2018-12-25 20:55:10,340 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3063,53624,"E2E:2018-12-25 20:55:17,436 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3064,53625,"E2E:2018-12-25 20:55:12,378 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3065,53626,"E2E:2018-12-25 20:53:55,731 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3066,53627,"E2E:2018-12-25 20:54:17,433 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3067,53628,"E2E:2018-12-25 20:54:42,376 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3068,53629,"E2E:2018-12-25 20:53:40,156 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3069,53630,"E2E:2018-12-25 20:54:47,422 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3070,53631,"E2E:2018-12-25 20:53:44,060 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3071,53632,"E2E:2018-12-25 20:54:47,435 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3072,53633,"E2E:2018-12-25 20:54:12,374 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3073,53634,"E2E:2018-12-25 20:55:17,423 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3074,53635,"E2E:2018-12-25 20:53:42,372 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3075,53636,"E2E:2018-12-25 20:53:47,419 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3076,53637,"E2E:2018-12-25 20:54:10,157 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3077,53638,"E2E:2018-12-25 20:55:14,064 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3078,53639,"E2E:2018-12-25 20:54:40,339 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3079,53640,"E2E:2018-12-25 20:53:25,729 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3080,53641,"E2E:2018-12-25 20:54:25,733 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3081,53642,"E2E:2018-12-25 20:55:08,565 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3082,53643,"E2E:2018-12-25 20:53:47,432 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3083,53644,"E2E:2018-12-25 20:54:14,062 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3084,53645,"E2E:2018-12-25 20:54:55,734 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3085,53646,"E2E:2018-12-25 20:54:17,420 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3086,53647,"E2E:2018-12-25 20:54:44,063 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3087,53648,"E2E:2018-12-25 20:52:17,427 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3088,53649,"E2E:2018-12-25 20:52:12,367 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3089,53650,"E2E:2018-12-25 20:53:10,335 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3090,53651,"E2E:2018-12-25 20:52:10,152 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3091,53652,"E2E:2018-12-25 20:52:40,334 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3092,53653,"E2E:2018-12-25 20:51:38,555 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3093,53654,"E2E:2018-12-25 20:52:55,728 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3094,53655,"E2E:2018-12-25 20:51:42,366 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3095,53656,"E2E:2018-12-25 20:52:17,415 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3096,53657,"E2E:2018-12-25 20:51:47,414 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3097,53658,"E2E:2018-12-25 20:52:38,558 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3098,53659,"E2E:2018-12-25 20:52:14,056 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3099,53660,"E2E:2018-12-25 20:53:17,430 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3100,53661,"E2E:2018-12-25 20:53:14,059 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3101,53662,"E2E:2018-12-25 20:53:17,418 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3102,53663,"E2E:2018-12-25 20:51:40,331 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3103,53664,"E2E:2018-12-25 20:52:44,058 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3104,53665,"E2E:2018-12-25 20:52:40,153 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3105,53666,"E2E:2018-12-25 20:52:42,369 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3106,53667,"E2E:2018-12-25 20:52:25,726 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3107,53668,"E2E:2018-12-25 20:53:08,560 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3108,53669,"E2E:2018-12-25 20:51:47,424 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3109,53670,"E2E:2018-12-25 20:53:10,155 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3110,53671,"E2E:2018-12-25 20:51:40,150 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3111,53672,"E2E:2018-12-25 20:53:12,371 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3112,53673,"E2E:2018-12-25 20:52:47,417 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3113,53674,"E2E:2018-12-25 20:52:47,429 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3114,53675,"E2E:2018-12-25 20:52:08,557 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3115,53676,"E2E:2018-12-25 20:52:10,333 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3116,53677,"E2E:2018-12-25 20:51:25,723 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3117,53678,"E2E:2018-12-25 20:51:44,055 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3118,53679,"E2E:2018-12-25 20:51:55,725 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3119,53680,"E2E:2018-12-25 20:49:44,050 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3120,53681,"E2E:2018-12-25 20:51:17,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3121,53682,"E2E:2018-12-25 20:50:10,328 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3122,53683,"E2E:2018-12-25 20:51:10,330 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3123,53684,"E2E:2018-12-25 20:49:55,719 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3124,53685,"E2E:2018-12-25 20:50:47,421 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3125,53686,"E2E:2018-12-25 20:51:14,054 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3126,53687,"E2E:2018-12-25 20:50:47,411 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3127,53688,"E2E:2018-12-25 20:50:44,053 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3128,53689,"E2E:2018-12-25 20:50:14,051 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3129,53690,"E2E:2018-12-25 20:50:17,420 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3130,53691,"E2E:2018-12-25 20:50:17,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3131,53692,"E2E:2018-12-25 20:49:40,326 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3132,53693,"E2E:2018-12-25 20:51:12,364 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3133,53694,"E2E:2018-12-25 20:50:55,722 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3134,53695,"E2E:2018-12-25 20:50:38,552 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3135,53696,"E2E:2018-12-25 20:50:40,329 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3136,53697,"E2E:2018-12-25 20:49:38,550 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3137,53698,"E2E:2018-12-25 20:50:10,146 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3138,53699,"E2E:2018-12-25 20:50:25,720 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3139,53700,"E2E:2018-12-25 20:50:08,551 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3140,53701,"E2E:2018-12-25 20:50:12,360 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3141,53702,"E2E:2018-12-25 20:49:42,359 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3142,53703,"E2E:2018-12-25 20:49:47,418 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3143,53704,"E2E:2018-12-25 20:51:17,423 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3144,53705,"E2E:2018-12-25 20:51:08,554 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3145,53706,"E2E:2018-12-25 20:50:40,148 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3146,53707,"E2E:2018-12-25 20:50:42,362 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3147,53708,"E2E:2018-12-25 20:49:25,717 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3148,53709,"E2E:2018-12-25 20:51:10,149 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3149,53710,"E2E:2018-12-25 20:49:40,145 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3150,53711,"E2E:2018-12-25 20:49:47,408 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3151,53712,"E2E:2018-12-25 20:48:47,405 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3152,53713,"E2E:2018-12-25 20:48:12,353 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3153,53714,"E2E:2018-12-25 20:48:10,141 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3154,53715,"E2E:2018-12-25 20:47:38,544 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3155,53716,"E2E:2018-12-25 20:49:17,417 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3156,53717,"E2E:2018-12-25 20:47:42,352 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3157,53718,"E2E:2018-12-25 20:48:17,413 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3158,53719,"E2E:2018-12-25 20:48:10,322 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3159,53720,"E2E:2018-12-25 20:49:12,357 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3160,53721,"E2E:2018-12-25 20:49:10,325 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3161,53722,"E2E:2018-12-25 20:49:08,549 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3162,53723,"E2E:2018-12-25 20:47:44,045 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3163,53724,"E2E:2018-12-25 20:48:44,047 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3164,53725,"E2E:2018-12-25 20:48:25,714 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3165,53726,"E2E:2018-12-25 20:47:47,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3166,53727,"E2E:2018-12-25 20:47:55,712 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3167,53728,"E2E:2018-12-25 20:47:47,403 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3168,53729,"E2E:2018-12-25 20:49:10,144 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3169,53730,"E2E:2018-12-25 20:49:17,407 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3170,53731,"E2E:2018-12-25 20:48:40,142 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3171,53732,"E2E:2018-12-25 20:48:17,404 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3172,53733,"E2E:2018-12-25 20:49:14,048 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3173,53734,"E2E:2018-12-25 20:48:38,546 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3174,53735,"E2E:2018-12-25 20:48:42,355 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3175,53736,"E2E:2018-12-25 20:48:14,046 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3176,53737,"E2E:2018-12-25 20:48:55,715 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3177,53738,"E2E:2018-12-25 20:48:47,415 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3178,53739,"E2E:2018-12-25 20:47:40,140 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3179,53740,"E2E:2018-12-25 20:47:40,321 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3180,53741,"E2E:2018-12-25 20:47:25,711 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3181,53742,"E2E:2018-12-25 20:48:08,545 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3182,53743,"E2E:2018-12-25 20:48:40,324 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3183,53744,"E2E:2018-12-25 20:45:25,705 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3184,53745,"E2E:2018-12-25 20:47:17,401 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3185,53746,"E2E:2018-12-25 20:47:12,350 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3186,53747,"E2E:2018-12-25 20:46:17,407 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3187,53748,"E2E:2018-12-25 20:46:40,318 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3188,53749,"E2E:2018-12-25 20:46:10,136 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3189,53750,"E2E:2018-12-25 20:45:40,134 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3190,53751,"E2E:2018-12-25 20:46:40,137 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3191,53752,"E2E:2018-12-25 20:45:47,406 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3192,53753,"E2E:2018-12-25 20:46:38,541 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3193,53754,"E2E:2018-12-25 20:47:17,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3194,53755,"E2E:2018-12-25 20:46:47,409 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3195,53756,"E2E:2018-12-25 20:45:42,344 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3196,53757,"E2E:2018-12-25 20:45:40,315 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3197,53758,"E2E:2018-12-25 20:46:17,399 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3198,53759,"E2E:2018-12-25 20:46:10,317 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3199,53760,"E2E:2018-12-25 20:46:55,709 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3200,53761,"E2E:2018-12-25 20:47:10,138 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3201,53762,"E2E:2018-12-25 20:46:25,708 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3202,53763,"E2E:2018-12-25 20:46:08,539 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3203,53764,"E2E:2018-12-25 20:45:47,398 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3204,53765,"E2E:2018-12-25 20:47:08,542 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3205,53766,"E2E:2018-12-25 20:45:38,538 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3206,53767,"E2E:2018-12-25 20:45:44,039 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3207,53768,"E2E:2018-12-25 20:46:47,400 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3208,53769,"E2E:2018-12-25 20:47:14,043 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3209,53770,"E2E:2018-12-25 20:46:44,042 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3210,53771,"E2E:2018-12-25 20:46:12,345 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3211,53772,"E2E:2018-12-25 20:45:55,706 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
3212,53773,"E2E:2018-12-25 20:46:14,040 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1+,1
