id,sysname,hostname,firstoccurredtime,lastoccurredtime,compressedtime,summary,severity,serial,flag,assignedto,status,timestamp,riskratio,key,knowledge
81277,P1,zos,00:15.0,00:15.0,1,00.00.01 CP1A S0052366  BZZFSUSGES0 SEV=WAR CP1D ZFS Name: OMVS.CP1D.ZOS203.VAR USEAGE: 99.00,1,110436723,2,ËÎ´ÉæÃ,1,2019/6/26 1:00,10+,BZZFSUSGES0,1
81278,P2,zos,46:28.0,46:28.0,1,01.46.00 CP2D J0006448 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110436816,2,ËÎ´ÉæÃ,1,2019/6/26 2:00,1+,IEF099I,1
81279,P1,zos,04:25.0,04:25.0,2,01.04.15 CP1C J0013795 *IEF099I JOB G01SAGOC WAITING FOR DATA SETS,1,110436793,2,ËÎ´ÉæÃ,1,2019/6/26 2:00,1+,IEF099I,1
81280,P2,zos,54:39.0,24:03.0,2,"02.23.29 CP2A           IOS080I 40FB,47,C4041325, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",1,110436788,2,ËÎ´ÉæÃ,1,2019/6/26 3:00,1+,IOS080I,1
81281,P3,zos,15:26.0,15:26.0,1,02.15.07 CP3B J0068144 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110436831,2,ËÎ´ÉæÃ,1,2019/6/26 3:00,1+,IEF099I,1
81282,P1,zos,00:12.0,00:12.0,1,02.00.02 CP1C J0016775 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,1,110436823,2,ËÎ´ÉæÃ,1,2019/6/26 3:00,1+,IEF099I,1
81283,P2,zos,22:07.0,22:07.0,3,03.22.01 CP2C J0038085 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1,110436877,2,ËÎ´ÉæÃ,1,2019/6/26 4:00,1+,IEF099I,1
81284,P1,zos,01:09.0,01:09.0,2,03.01.01 CP1E J0027514 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110436859,2,ËÎ´ÉæÃ,1,2019/6/26 4:00,1+,IEF099I,1
81285,P1,zos,16:49.0,16:49.0,2,05.16.42 CP1C J0032460 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110436973,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,IEF099I,1
81286,P1,zos,05:45.0,05:45.0,2,05.05.37 CP1F J0032079  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 78.5% INUSE SYSJOB,1,110436961,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,DBA:BANCS,1
81287,P1,zos,05:41.0,05:41.0,1,05.05.36 CP1F J0032079  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 73.5% INUSE SYSJOB,1,110436960,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,DBA:BANCS,1
81288,P1,zos,05:41.0,05:41.0,1,05.05.35 CP1F J0032079  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 75.4% INUSE SYSJOB ALL BUFFER POOLS,1,110436959,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,DBA:BANCS,1
81289,P1,zos,05:40.0,05:40.0,2,05.05.36 CP1F J0032079  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 74.0% INUSE SYSJOB,1,110436958,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,DBA:BANCS,1
81290,P1,zos,04:13.0,04:13.0,2,05.04.08 CP1F J0032150  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110436954,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,DBA:EISS,1
81291,P1,zos,04:13.0,04:13.0,2,05.04.08 CP1F J0032150  +DBA:EISS BIG PARTITION TS FOUND!CGEN061P PART 3 70.4% INUSE SYSJOB,1,110436952,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,DBA:EISS,1
81292,P1,zos,00:39.0,00:39.0,2,05.00.32 CP1F J0032115 *IEF099I JOB G0BOCBK2 WAITING FOR DATA SETS,1,110436940,2,ËÎ´ÉæÃ,1,2019/6/26 6:00,1+,IEF099I,1
81293,P3,zos,02:19.0,02:19.0,2,06.02.16 CP3C J0089813  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 71.6% INUSE SYSJOB,1,110437027,2,ËÎ´ÉæÃ,1,2019/6/26 7:00,1+,DBA:BOCSY,1
81294,P3,zos,02:19.0,02:19.0,2,06.02.16 CP3C J0089813  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 75.1% INUSE SYSJOB,1,110437026,2,ËÎ´ÉæÃ,1,2019/6/26 7:00,1+,DBA:BOCSY,1
81295,P1,zos,13:46.0,24:09.0,2,00.13.34 CP1D S0008416  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = DSNDP01.DP61APPL.D6538211C959 = 34707 -,1,110436731,2,ËÎ´ÉæÃ,1,2019/6/26 10:00,1+,DSNR035I,1
81296,P1,zos,13:46.0,29:38.0,3,12.29.38 CP1D S0008408  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = DSNDP01.DP21APPL.D6542817EBAB = 42049 -,1,110436731,2,ËÎ´ÉæÃ,1,2019/6/26 13:00,1+,DSNR035I,1
81297,P3,zos,08:59.0,08:59.0,4,13.08.56 CP3B S0063838 *DSNB319A  -DP1X DSNB5STS THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K-SEC,1,110437416,2,ÀîÁÖÉ­,1,2019/6/26 14:00,1+,DSNB319A,1
81298,P3,zos,02:48.0,02:48.0,2,13.02.42 CP3C J0135815  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 75.1% INUSE SYSJOB,1,110437413,2,ÀîÁÖÉ­,1,2019/6/26 14:00,1+,DBA:BOCSY,1
81299,P3,zos,02:48.0,02:48.0,2,13.02.42 CP3C J0135815  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 71.6% INUSE SYSJOB,1,110437414,2,ÀîÁÖÉ­,1,2019/6/26 14:00,1+,DBA:BOCSY,1
81300,P1,zos,36:16.0,36:16.0,2,16.36.19 CP1D J0070940 *IEF099I JOB TESTJOB  WAITING FOR DATA SETS,1,110437616,2,ËÎ´ÉæÃ,1,2019/6/26 17:00,1+,IEF099I,1
81301,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.106,51:02.0,59:02.0,5,2019-06-26 19:58:02 Error: The application process is down: ddbinst,1,110438162,2,ËÎ´ÉæÃ,1,2019/6/26 20:00,10+,E2E,1
81302,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,48:25.0,48:25.0,1,"E2E:2019-06-26 19:48:15,495 ERROR - [data.proc.convertRRT] thread 'data.proc.convertRRT' error, error occurs when sql running.",1,110438158,2,ËÎ´ÉæÃ,1,2019/6/26 20:00,10+,E2E,1
81303,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.106,51:02.0,59:02.0,35,2019-06-26 20:58:02 Error: The application process is down: ddbinst,1,110438162,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,E2E,1
81304,P1,zos,42:56.0,42:56.0,1,"*20.42.55 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438194,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81305,P1,zos,42:56.0,42:56.0,1,"20.42.55 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438195,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81306,P1,zos,30:21.0,30:21.0,1,"*20.30.21 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438183,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81307,P1,zos,30:21.0,30:21.0,1,"20.30.21 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438184,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81309,P1,zos,29:46.0,29:46.0,1,"20.29.47 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438181,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81310,P1,zos,29:46.0,29:46.0,1,"*20.29.47 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438180,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81311,P1,zos,29:25.0,29:25.0,1,"20.29.31 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438179,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81312,P1,zos,23:50.0,23:50.0,1,"20.23.50 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438177,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81313,P1,zos,23:50.0,23:50.0,1,"*20.23.50 CP1F J0085671 *IOS003A 0C18,INTERVENTION REQUIRED, READY THE * DEVICE",1,110438176,2,ËÎ´ÉæÃ,1,2019/6/26 21:00,1+,IOS003A,1
81315,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.106,51:02.0,21:02.0,46,2019-06-26 21:20:01 Error: The application process is down: ddbinst,1,110438162,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,E2E,1
81316,P1,zos,14:07.0,14:07.0,1,"21.14.10 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 78.5% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.ED2R"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NED2R"" - (receive queue ""Q",1,110438220,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,100+,DBA:BANCS,1
81317,P1,zos,14:07.0,14:07.0,2,21.14.09 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 73.5% INUSE SYSJOB,1,110438218,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,DBA:BANCS,1
81318,P1,zos,14:07.0,14:07.0,2,21.14.09 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 74.0% INUSE SYSJOB,1,110438219,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,DBA:BANCS,1
81319,P1,zos,14:06.0,14:06.0,1,21.14.09 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 75.4% INUSE SYSJOB,1,110438217,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,DBA:BANCS,1
81320,P1,zos,11:21.0,11:21.0,2,21.11.24 CP1F J0086854 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1,110438214,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,IEF099I,1
81322,P1,zos,04:06.0,04:06.0,2,21.04.08 CP1E J0086724  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110438210,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,DBA:EISS,1
81323,P1,zos,04:06.0,04:06.0,2,21.04.08 CP1E J0086724  +DBA:EISS BIG PARTITION TS FOUND!CGEN061P PART 3 70.9% INUSE SYSJOB,1,110438208,2,ËÎ´ÉæÃ,1,2019/6/26 21:42,1+,DBA:EISS,1
81324,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,48:25.0,48:25.0,1,2019-06-26 21:48:01 Error: The application process is down: Dapp.name=E2E.DASHBOARD_CN -Dstdout=false -Dmaxfilesize=10240000 -Dmaxbackindex=10,1,110438238,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,10+,E2E,1
81325,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.106,51:02.0,21:02.0,46,2019-06-26 19:50:01 Error: The application process is down: ddbinst,1,110438162,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,E2E,1
81326,P1,zos,14:07.0,14:07.0,1,"21.14.10 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 78.5% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.ED2R"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NED2R"" - (receive queue ""Q",1,110438220,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,10+,DBA:BANCS,1
81327,P1,zos,14:07.0,14:07.0,2,21.14.09 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 73.5% INUSE SYSJOB,1,110438218,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,DBA:BANCS,1
81328,P1,zos,14:07.0,14:07.0,2,21.14.09 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 74.0% INUSE SYSJOB,1,110438219,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,DBA:BANCS,1
81329,P1,zos,14:06.0,14:06.0,1,21.14.09 CP1F J0086779  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 75.4% INUSE SYSJOB,1,110438217,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,DBA:BANCS,1
81330,P1,zos,11:21.0,11:21.0,2,21.11.24 CP1F J0086854 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1,110438214,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,IEF099I,1
81332,P1,zos,04:06.0,04:06.0,2,21.04.08 CP1E J0086724  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110438210,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,DBA:EISS,1
81333,P1,zos,04:06.0,04:06.0,2,21.04.08 CP1E J0086724  +DBA:EISS BIG PARTITION TS FOUND!CGEN061P PART 3 70.9% INUSE SYSJOB,1,110438208,2,ËÎ´ÉæÃ,1,2019/6/26 22:00,1+,DBA:EISS,1
81335,P1,zos,43:35.0,43:35.0,3,00.43.43 CP1C J0099441 *IEF099I JOB SA040000 WAITING FOR DATA SETS,1,110438395,2,ËÎ´ÉæÃ,1,2019/6/27 1:00,1+,IEF099I,1
81336,P1,zos,19:36.0,19:36.0,1,00.19.40 CP1E S0008418  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = DSNDP01.DP71APPL.D654C4FB7DF5 = 130433 -,1,110438352,2,ËÎ´ÉæÃ,1,2019/6/27 1:00,1+,DSNR035I,1
81337,P1,zos,03:49.0,03:49.0,1,00.03.53 CP1D J0099085 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1,110438344,2,ËÎ´ÉæÃ,1,2019/6/27 1:00,1+,IEF099I,1
81338,P1,zos,00:03.0,00:03.0,1,00.00.03 CP1A S0052366  BZZFSUSGES0 SEV=WAR CP1D ZFS Name: OMVS.CP1D.ZOS203.VAR USEAGE: 99.07,1,110438337,2,ËÎ´ÉæÃ,1,2019/6/27 1:00,10+,BZZFSUSGES0,1
81339,P1,zos,49:30.0,49:31.0,15,01.49.30 CP1E S0008409 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,1,110438426,2,ËÎ´ÉæÃ,1,2019/6/27 2:00,1+,DSNB319A,1
81340,P2,zos,43:14.0,43:14.0,1,01.42.48 CP2B J0076211 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110438425,2,ËÎ´ÉæÃ,1,2019/6/27 2:00,1+,IEF099I,1
81341,P2,zos,28:55.0,29:59.0,5,"01.29.58 CP2A           IOS080I 14BA,A4,UPA62104, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.RPYV.ULA62104",1,110438418,2,ËÎ´ÉæÃ,1,2019/6/27 2:00,1+,IOS080I,1
81342,P2,zos,28:55.0,18:07.0,11,"02.18.11 CP2B           IOS080I 40E1,4B,C404244A, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A4410",1,110438418,2,ËÎ´ÉæÃ,1,2019/6/27 3:00,1+,IOS080I,1
81343,P1,zos,15:46.0,15:46.0,1,02.15.02 CP1F J0115277 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110438441,2,ËÎ´ÉæÃ,1,2019/6/27 3:00,1+,IEF099I,1
81344,P3,zos,15:23.0,15:23.0,1,02.15.20 CP3B J0189538 *IEF099I JOB DEDPPK23 WAITING FOR DATA SETS,1,110438440,2,ËÎ´ÉæÃ,1,2019/6/27 3:00,1+,IEF099I,1
81345,P3,zos,15:19.0,15:19.0,1,02.15.08 CP3A J0189437 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110438439,2,ËÎ´ÉæÃ,1,2019/6/27 3:00,1+,IEF099I,1
81346,P3,zos,15:00.0,15:00.0,1,02.14.59 CP3A J0189422 *IEF099I JOB DEDPLK23 WAITING FOR DATA SETS,1,110438438,2,ËÎ´ÉæÃ,1,2019/6/27 3:00,1+,IEF099I,1
81347,P2,zos,21:24.0,21:26.0,2,03.21.31 CP2A J0107663 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1,110438483,2,ËÎ´ÉæÃ,1,2019/6/27 4:00,1+,IEF099I,1
81348,P1,zos,34:05.0,34:05.0,1,04.33.01 CP1D J0121136 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110438531,2,ËÎ´ÉæÃ,1,2019/6/27 5:00,1+,IEF099I,1
81349,P1,zos,39:57.0,41:16.0,15,05.41.24 CP1E S0007517  DNFO1033E 2019-06-26 21:41:24 BOCOU01 DNF_O_FT 31323031393036404601559 the following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure' -  Text    : 'Error occurred while processing the request / respons,1,110438614,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,10+,DNFO1033E,1
81350,P1,zos,41:07.0,41:07.0,1,05.41.16 CP1E S0007517  DNFO1005E 2019-06-26 21:41:16 BOCOU01 DNF_O_FT 31323031393036404601559 7523364704102277755737304.687  SAG reported an error with the - following parameters: -  Severity    : 'Transient' -  Code        : 'Sw,1,110438620,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DNFO1005E,1
81351,P1,zos,24:51.0,24:51.0,1,05.25.01 CP1C J0121949 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110438598,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,IEF099I,1
81352,P1,zos,07:33.0,07:33.0,1,05.07.37 CP1F J0121444  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 78.5% INUSE SYSJOB,1,110438568,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DBA:BANCS,1
81353,P1,zos,07:26.0,07:27.0,2,05.07.35 CP1F J0121444  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 75.4% INUSE SYSJOB,1,110438565,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DBA:BANCS,1
81354,P1,zos,07:27.0,07:27.0,1,05.07.36 CP1F J0121444  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 74.0% INUSE SYSJOB,1,110438567,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DBA:BANCS,1
81355,P1,zos,07:27.0,07:27.0,2,05.07.36 CP1F J0121444  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 73.5% INUSE SYSJOB,1,110438566,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DBA:BANCS,1
81356,P1,zos,04:04.0,04:04.0,1,05.04.09 CP1D J0121529  +DBA:EISS BIG PARTITION TS FOUND!CGEN061P PART 3 71.1% INUSE SYSJOB,1,110438560,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DBA:EISS,1
81357,P1,zos,04:04.0,04:04.0,2,05.04.09 CP1D J0121529  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110438562,2,ËÎ´ÉæÃ,1,2019/6/27 6:00,1+,DBA:EISS,1
81358,P1,zos,18:52.0,18:52.0,2,06.18.56 CP1F J0122737 *IEF099I JOB G0BOCBK2 WAITING FOR DATA SETS,1,110438661,2,ËÎ´ÉæÃ,1,2019/6/27 7:00,1+,IEF099I,1
81359,P3,zos,02:18.0,02:18.0,2,06.02.23 CP3C J0011895  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 71.6% INUSE SYSJOB,1,110438646,2,ËÎ´ÉæÃ,1,2019/6/27 7:00,1+,DBA:BOCSY,1
81360,P3,zos,02:12.0,02:12.0,2,06.02.23 CP3C J0011895  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 75.1% INUSE SYSJOB,1,110438645,2,ËÎ´ÉæÃ,1,2019/6/27 7:00,1+,DBA:BOCSY,1
81361,P1,zos,49:49.0,49:49.0,1,07.49.59 CP1F J0123594 *IEF099I JOB G00S077B WAITING FOR DATA SETS,1,110438770,2,ËÎ´ÉæÃ,1,2019/6/27 8:00,1+,IEF099I,1
81362,P1,zos,21:30.0,21:30.0,2,07.21.34 CP1D J0123342 *IEF099I JOB G01S392B WAITING FOR DATA SETS,1,110438731,2,ËÎ´ÉæÃ,1,2019/6/27 8:00,1+,IEF099I,1
81363,P1,zos,12:38.0,12:38.0,1,07.12.48 CP1C J0123301 *IEF099I JOB G01S392B WAITING FOR DATA SETS ALL BUFFER POOLS,1,110438723,2,ËÎ´ÉæÃ,1,2019/6/27 8:00,10+,IEF099I,1
81364,P1,zos,02:33.0,02:34.0,4,07.02.45 CP1E S0052951  BQAPPQDEPS0 SEV=WAR QWP1 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2667 (CurrentDepth >= 2000),1,110438713,2,ËÎ´ÉæÃ,1,2019/6/27 8:00,10+,BQAPPQDEPS0,1
81365,P1,zos,47:17.0,47:17.0,1,08.47.27 CP1C J0124707 *IEF099I JOB DB2SQL   WAITING FOR DATA SETS,1,110439122,2,ËÎ´ÉæÃ,1,2019/6/27 9:00,1+,IEF099I,1
81389,P1,zos,23:11.0,23:12.0,2,10.23.17 CP1D J0131073 *IEF099I JOB G01S583B WAITING FOR DATA SETS,1,110439297,2,ËÎ´ÉæÃ,1,2019/6/27 11:00,1+,IEF099I,1
81390,P3,zos,08:34.0,08:45.0,13,13.08.47 CP3B S0063838 *DSNB319A  -DP1X DSNB5STS THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K-SEC,1,110439421,2,ËÎ´ÉæÃ,1,2019/6/27 14:00,1+,DSNB319A,1
81391,P3,zos,02:20.0,02:20.0,2,13.02.31 CP3C J0057524  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 75.1% INUSE SYSJOB,1,110439418,2,ËÎ´ÉæÃ,1,2019/6/27 14:00,1+,DBA:BOCSY,1
81392,P3,zos,02:20.0,02:20.0,2,13.02.31 CP3C J0057524  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 71.6% INUSE SYSJOB,1,110439419,2,ËÎ´ÉæÃ,1,2019/6/27 14:00,1+,DBA:BOCSY,1
81393,P1,zos,53:32.0,53:32.0,1,14.53.44 CP1A J0150578 *IEF099I JOB SORTNACQ WAITING FOR DATA SETS,1,110439472,2,ËÎ´ÉæÃ,1,2019/6/27 15:00,10+,IEF099I,1
81394,P1,zos,59:24.0,11:54.0,12,17.12.12 CP1E S0052951  BQBANCBGLS0 SEV=WAR QP11 NamedQueue: BANCS.BGLTM001.QUEUE CURRENT DEPTH:21112 (CurrentDepth >= 20000)         Çë¹Ø×¢BGL¶ÓÁÐÉî¶È±ä»¯£¬¼ÓÇ¿¼à¿Ø,1,110439413,2,ËÎ´ÉæÃ,1,2019/6/27 18:00,100+,BQBANCBGLS0,1
81395,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.106,45:02.0,59:02.0,8,2019-06-27 18:58:02 Error: The application process is down: ddbinst,1,110439625,2,µËÎÀ¹ú,1,2019/6/27 19:00,1+,E2E,1
81396,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,44:25.0,44:25.0,1,"E2E:2019-06-27 18:42:40,719 ERROR - [data.proc.getsoap_xi] thread 'data.proc.getsoap_xi' error, error occurs when sql running.",1,110439617,2,µËÎÀ¹ú,1,2019/6/27 19:00,1+,E2E,1
81397,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,44:25.0,44:25.0,1,"E2E:2019-06-27 18:42:40,720 ERROR - [data.proc.main] thread 'data.proc.main' error, error occurs when sql running.",1,110439624,2,µËÎÀ¹ú,1,2019/6/27 19:00,1+,E2E,1
81398,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,44:25.0,44:25.0,1,"E2E:2019-06-27 18:42:40,719 ERROR - [data.proc.get.P_ST_AGGREGATE_300.txt] thread 'data.proc.get.P_ST_AGGREGATE_300.txt' error, error occurs when sql running.",1,110439616,2,µËÎÀ¹ú,1,2019/6/27 19:00,10+,E2E,1
81399,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,44:25.0,44:25.0,1,"E2E:2019-06-27 18:42:40,719 ERROR - [data.proc.get.SystemView] Ó¦ï¿½Ã³ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Ü½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Ó¡ï¿½",1,110439618,2,µËÎÀ¹ú,1,2019/6/27 19:00,1+,E2E,1
81400,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,44:25.0,44:25.0,1,"E2E:2019-06-27 18:42:40,719 ERROR - [data.proc.getsoap_xi] Ó¦ï¿½Ã³ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Ü½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Ó¡ï¿½",1,110439615,2,µËÎÀ¹ú,1,2019/6/27 19:00,1+,E2E,1
81401,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.107,44:25.0,44:25.0,1,"E2E:2019-06-27 18:42:40,719 ERROR - [data.proc.main] Ó¦ï¿½Ã³ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Ü½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Ó¡ï¿½",1,110439623,2,µËÎÀ¹ú,1,2019/6/27 19:00,1+,E2E,1
